date,close,ema_6,ema_7,ema_8,ema_9,ema_10,ema_11,ema_12,ema_13,ema_14,ema_15,ema_16,ema_17,ema_18,ema_19,ema_20,sma_6,sma_7,sma_8,sma_9,sma_10,sma_11,sma_12,sma_13,sma_14,sma_15,sma_16,sma_17,sma_18,sma_19,sma_20,wma_6,wma_7,wma_8,wma_9,wma_10,wma_11,wma_12,wma_13,wma_14,wma_15,wma_16,wma_17,wma_18,wma_19,wma_20,trima_6,trima_7,trima_8,trima_9,trima_10,trima_11,trima_12,trima_13,trima_14,trima_15,trima_16,trima_17,trima_18,trima_19,trima_20,t3_6,t3_7,t3_8,t3_9,t3_10,t3_11,t3_12,t3_13,t3_14,t3_15,t3_16,t3_17,t3_18,t3_19,t3_20,rsi_6,rsi_7,rsi_8,rsi_9,rsi_10,rsi_11,rsi_12,rsi_13,rsi_14,rsi_15,rsi_16,rsi_17,rsi_18,rsi_19,rsi_20,willr_6,willr_7,willr_8,willr_9,willr_10,willr_11,willr_12,willr_13,willr_14,willr_15,willr_16,willr_17,willr_18,willr_19,willr_20,adx_6,adx_7,adx_8,adx_9,adx_10,adx_11,adx_12,adx_13,adx_14,adx_15,adx_16,adx_17,adx_18,adx_19,adx_20,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12,mom_13,mom_14,mom_15,mom_16,mom_17,mom_18,mom_19,mom_20,cci_6,cci_7,cci_8,cci_9,cci_10,cci_11,cci_12,cci_13,cci_14,cci_15,cci_16,cci_17,cci_18,cci_19,cci_20,cmo_6,cmo_7,cmo_8,cmo_9,cmo_10,cmo_11,cmo_12,cmo_13,cmo_14,cmo_15,cmo_16,cmo_17,cmo_18,cmo_19,cmo_20,roc_6,roc_7,roc_8,roc_9,roc_10,roc_11,roc_12,roc_13,roc_14,roc_15,roc_16,roc_17,roc_18,roc_19,roc_20,mfi_6,mfi_7,mfi_8,mfi_9,mfi_10,mfi_11,mfi_12,mfi_13,mfi_14,mfi_15,mfi_16,mfi_17,mfi_18,mfi_19,mfi_20,trix_6,trix_7,trix_8,trix_9,trix_10,trix_11,trix_12,trix_13,trix_14,trix_15,trix_16,trix_17,trix_18,trix_19,trix_20,dx_6,dx_7,dx_8,dx_9,dx_10,dx_11,dx_12,dx_13,dx_14,dx_15,dx_16,dx_17,dx_18,dx_19,dx_20
2022-01-18,133.72970581054688,131.7344,131.7028,131.6862,131.6735,131.659,131.6404,131.6173,131.5903,131.5606,131.5296,131.4985,131.4684,131.4403,131.4147,131.3922,131.0501,131.1283,130.9261,131.2248,131.6595,131.9417,131.923,132.1038,132.1647,132.2394,132.2779,132.2826,132.2273,132.2147,132.0909,131.5805,131.4675,131.3471,131.3227,131.3839,131.4769,131.5455,131.6253,131.6972,131.765,131.8253,131.8761,131.9131,131.9433,131.9573,131.0942,131.024,130.8417,130.8359,130.9971,131.2137,131.4398,131.6637,131.8558,132.0253,132.2036,132.3463,132.4347,132.5018,132.5036,131.0706,131.4226,131.8466,132.2323,132.5037,132.6223,132.582,132.4001,132.1068,131.7369,131.3243,130.8983,130.4822,130.093,129.7424,60.4352,59.0605,58.1173,57.4075,56.8273,56.323,55.8671,55.4459,55.0525,54.6834,54.3368,54.0114,53.7064,53.4207,53.1535,-57.6,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-56.5815,-53.6979,32.628,29.3141,26.2485,23.5355,21.1769,19.1382,17.4355,15.9909,14.8251,13.8469,13.0071,12.284,11.686,11.162,10.6996,2.1271,4.2142,0.1098,-1.8474,-1.0386,2.0072,-0.5492,0.7689,0.4394,0.8688,1.3681,2.4366,1.7376,3.9845,6.3812,191.2688,215.5735,242.4521,180.3248,143.0047,133.5964,140.509,132.993,139.0718,139.8884,146.5972,153.9748,160.2193,165.0824,164.3075,20.8704,18.1211,16.2346,14.815,13.6546,12.6459,11.7342,10.8918,10.105,9.3669,8.6736,8.0229,7.4127,6.8413,6.3069,1.6163,3.2539,0.0822,-1.3627,-0.7707,1.5239,-0.409,0.5783,0.3297,0.6539,1.0337,1.8559,1.3165,3.0711,5.011,67.6777,59.8442,53.9953,48.5464,52.5481,55.8323,52.9834,54.7095,53.2123,54.8872,56.6149,58.4444,60.6783,62.7624,64.8673,-0.0583,-0.0324,0.0017,0.0323,0.0545,0.0672,0.0712,0.0682,0.0602,0.0487,0.0354,0.0213,0.0072,-0.0063,-0.0188,54.6099,50.3956,46.9315,43.9738,41.3657,39.0112,36.8523,34.8539,32.9943,31.2591,29.6381,28.1233,26.7076,25.3847,24.1488
2022-01-19,136.7256622314453,133.159,132.9572,132.8049,132.6829,132.5793,132.4871,132.4024,132.3232,132.2486,132.1785,132.1129,132.052,131.9961,131.9453,131.8997,132.3832,131.8601,131.8273,131.5699,131.7744,132.1196,132.3399,132.2921,132.4336,132.4684,132.5195,132.5393,132.5291,132.4638,132.44,133.2006,132.8655,132.6348,132.4218,132.3041,132.2734,132.2836,132.2848,132.3046,132.3251,132.348,132.3692,132.3861,132.3938,132.3982,131.8481,131.5308,131.3874,131.2206,131.1526,131.2281,131.3808,131.4998,131.6882,131.8523,132.0033,132.1332,132.2687,132.3687,132.4356,131.5766,131.6656,131.9216,132.2186,132.4617,132.5935,132.5913,132.4587,132.2162,131.8924,131.5174,131.1191,130.7204,130.3393,129.9885,69.5652,67.362,65.7142,64.4088,63.3224,62.3835,61.5505,60.7986,60.1124,59.4819,58.9002,58.362,57.8633,57.4006,56.9709,-37.6,-37.6,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,-36.9352,36.2917,32.3257,28.8339,25.8064,23.1958,20.9448,19.0536,17.4419,16.1229,15.0077,14.0465,13.2157,12.5205,11.9106,11.3721,7.9989,5.1229,7.21,3.1057,1.1484,1.9573,5.0031,2.4466,3.7648,3.4352,3.8646,4.364,5.4325,4.7334,6.9803,99.6596,116.3083,132.9436,149.5724,126.7565,111.8149,109.6187,117.5404,114.6511,121.39,123.5186,130.4402,136.4534,141.3962,145.2109,39.1304,34.7239,31.4283,28.8176,26.6448,24.767,23.101,21.5972,20.2248,18.9638,17.8003,16.724,15.7266,14.8011,13.9417,6.2141,3.8929,5.5671,2.3244,0.8471,1.4524,3.7983,1.8221,2.8316,2.5774,2.9089,3.2971,4.1378,3.5863,5.3802,64.5046,55.8265,50.386,46.1747,42.1308,46.0773,49.3779,47.1364,48.87,47.6719,49.3563,51.1071,52.9761,55.2789,57.4486,0.0604,0.0414,0.0468,0.0597,0.0715,0.0784,0.0795,0.0752,0.0669,0.0556,0.0426,0.0289,0.015,0.0017,-0.0108,54.6099,50.3956,46.9315,43.9738,41.3657,39.0112,36.8523,34.8539,32.9943,31.2591,29.6381,28.1233,26.7076,25.3847,24.1488
2022-01-20,138.69300842285156,134.7387,134.3899,134.1122,133.8839,133.6899,133.5206,133.3694,133.2324,133.1072,132.9922,132.8864,132.7893,132.7005,132.6195,132.5462,133.728,133.2839,132.7136,132.5896,132.2817,132.4029,132.667,132.8282,132.7489,132.8506,132.8571,132.8823,132.8808,132.8533,132.775,135.002,134.5724,134.1594,133.8454,133.5611,133.3681,133.2602,133.1985,133.1385,133.1025,133.0737,133.0524,133.0344,133.0162,132.9933,133.143,132.5981,132.1943,131.912,131.6855,131.5818,131.5853,131.6527,131.7228,131.8164,131.948,132.0685,132.1788,132.27,132.3608,132.6031,132.3521,132.3605,132.4949,132.6454,132.737,132.73,132.6137,132.3975,132.1019,131.752,131.3728,130.9861,130.6097,130.257,74.2479,71.7504,69.8221,68.2628,66.9502,65.8103,64.798,63.8852,63.0537,62.2912,61.5889,60.9401,60.3394,59.7825,59.2653,-26.5365,-24.4667,-24.4667,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,-24.0341,41.0856,36.3877,32.371,28.9356,25.99,23.4546,21.3125,19.4794,17.9598,16.6657,15.5457,14.5737,13.7513,13.0281,12.3889,8.0688,9.9662,7.0902,9.1773,5.073,3.1157,3.9246,6.9703,4.4139,5.7321,5.4025,5.8319,6.3312,7.3997,6.7007,106.8095,116.8084,128.507,141.7486,155.728,151.3637,147.6082,152.5549,163.5779,165.8301,176.4207,183.5348,193.631,201.3918,208.3448,48.4958,43.5009,39.6442,36.5256,33.9004,31.6206,29.596,27.7704,26.1074,24.5824,23.1778,21.8802,20.6789,19.5649,18.5306,6.1774,7.7424,5.3878,7.0861,3.7967,2.2982,2.9122,5.2919,3.2872,4.3113,4.0533,4.3897,4.7835,5.6363,5.0768,67.1777,69.6807,61.513,56.2237,52.0363,47.9362,51.1525,53.8768,51.6394,53.0943,51.8978,53.3248,54.816,56.4168,58.4021,0.2139,0.1483,0.1208,0.1114,0.1084,0.1058,0.1009,0.093,0.0824,0.0697,0.0558,0.0414,0.0271,0.0133,0.0003,65.0552,60.7592,57.1309,53.9687,51.1375,48.5522,46.1601,43.9293,41.8396,39.8776,38.0341,36.3016,34.6736,33.1443,31.7082
2022-01-21,138.8228302001953,135.9041,135.4968,135.1579,134.8706,134.6222,134.4034,134.2076,134.0303,133.8686,133.7203,133.5842,133.4591,133.3444,133.2393,133.1434,134.8115,134.4551,133.9756,133.3918,133.2124,132.8759,132.9374,133.1401,133.256,133.1535,133.2235,133.2077,133.2121,133.1933,133.1515,136.4561,135.9559,135.5158,135.091,134.7494,134.4372,134.2064,134.0541,133.9477,133.8484,133.7749,133.7119,133.6593,133.6127,133.5688,134.8922,134.1042,133.476,132.8838,132.5337,132.2065,132.0432,131.9952,132.003,132.0044,132.0563,132.1084,132.2008,132.2822,132.3557,133.9232,133.3532,133.0953,133.0308,133.0471,133.0584,133.0112,132.8818,132.6683,132.3828,132.0445,131.6745,131.2929,130.9165,130.5586,74.5579,72.0399,70.0924,68.5159,67.1882,66.0349,65.0107,64.0873,63.2463,62.4752,61.765,61.1089,60.5016,59.9385,59.4156,-25.5965,-25.5965,-23.6,-23.6,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,-23.1827,45.0805,39.8693,35.466,31.717,28.5047,25.7362,23.3831,21.3602,19.6655,18.2132,16.9512,15.8518,14.9136,14.0869,13.3548,6.501,8.1986,10.096,7.22,9.3071,5.2028,3.2455,4.0544,7.1002,4.5437,5.8619,5.5323,5.9617,6.461,7.5296,75.5104,82.6795,89.4465,97.4423,106.4033,115.8177,117.3696,118.1721,124.3185,132.1478,136.2027,143.8162,151.2044,158.5055,164.2494,49.1158,44.0798,40.1847,37.0318,34.3764,32.0698,30.0215,28.1747,26.4926,24.9503,23.53,22.2179,21.0033,19.877,18.8312,4.9132,6.2768,7.8433,5.4864,7.1864,3.8939,2.3939,3.0085,5.3904,3.3839,4.4089,4.1507,4.4874,4.8815,5.7351,54.9029,58.0284,60.8223,54.5051,50.3112,46.9317,43.5706,46.7571,49.4845,47.5905,49.0471,48.0243,49.4543,50.9554,52.5747,0.3462,0.2513,0.1986,0.1698,0.1529,0.1405,0.129,0.1166,0.1029,0.0881,0.0727,0.0571,0.0419,0.0273,0.0136,65.0552,60.7592,57.1309,53.9687,51.1375,48.5522,46.1601,43.9293,41.8396,39.8776,38.0341,36.3016,34.6736,33.1443,31.7082
2022-01-24,135.01795959472656,135.6495,135.3758,135.1257,134.8991,134.6933,134.505,134.3315,134.1707,134.0211,133.8819,133.7523,133.6318,133.52,133.4167,133.3215,135.5372,134.8403,134.5248,134.0908,133.5539,133.3761,133.0539,133.0971,133.2739,133.3732,133.2697,133.3288,133.308,133.3068,133.2843,136.5137,136.0953,135.7463,135.4152,135.0768,134.7934,134.5257,134.3217,134.182,134.0809,133.9854,133.9125,133.8488,133.7946,133.746,136.3818,135.4966,134.7453,134.0994,133.502,133.0342,132.6823,132.4428,132.3509,132.3182,132.2845,132.2824,132.3066,132.3361,132.3978,134.9944,134.2873,133.8575,133.6365,133.5319,133.4609,133.3649,133.2114,132.9902,132.7059,132.3722,132.0066,131.6266,131.2479,130.8835,52.3823,53.3501,53.9194,54.2511,54.4269,54.4939,54.4833,54.4167,54.3104,54.1763,54.0237,53.8594,53.6888,53.5156,53.3427,-53.1453,-53.1453,-53.1453,-49.0,-49.0,-48.1336,-48.1336,-48.1336,-48.1336,-48.1336,-48.1336,-48.1336,-48.1336,-48.1336,-48.1336,38.7162,35.5437,32.4414,29.5626,26.9516,24.6083,22.5576,20.7532,19.2142,17.875,16.6964,15.6583,14.7641,13.9698,13.2617,4.354,2.6963,4.3939,6.2913,3.4153,5.5024,1.3981,-0.5592,0.2497,3.2954,0.739,2.0571,1.7276,2.157,2.6563,-21.5356,-1.7478,8.8122,19.7759,28.0886,34.4679,39.9559,39.2811,38.1043,39.6242,42.7591,43.3084,46.163,48.4513,51.2296,4.7646,6.7001,7.8387,8.5023,8.8538,8.9879,8.9666,8.8334,8.6207,8.3526,8.0474,7.7189,7.3776,7.0312,6.6855,3.3323,2.0377,3.3639,4.8875,2.5952,4.2486,1.0463,-0.4125,0.1853,2.5019,0.5503,1.5472,1.2962,1.6236,2.0069,48.3718,45.9629,49.1339,52.0304,47.3371,44.1414,41.5184,38.866,41.9643,44.6465,43.099,44.5349,43.69,45.103,46.5938,0.3687,0.2872,0.2342,0.201,0.1792,0.1627,0.1481,0.1336,0.1184,0.1027,0.0866,0.0705,0.0547,0.0397,0.0255,6.8948,9.5903,11.2695,12.3272,12.9729,13.3297,13.4768,13.4693,13.3472,13.1407,12.873,12.562,12.2216,11.8626,11.4933
2022-01-25,130.83360290527344,134.2721,134.239,134.1708,134.085,133.9906,133.8923,133.7926,133.6932,133.5955,133.5003,133.4083,133.3203,133.2367,133.1579,133.0841,135.632,134.8645,134.3388,134.1141,133.7646,133.3062,133.1638,132.8828,132.9351,133.1109,133.2141,133.1261,133.1899,133.1775,133.1829,135.1684,135.0924,134.925,134.7628,134.5813,134.3688,134.1834,133.9976,133.8559,133.7628,133.6982,133.6347,133.5879,133.5468,133.5122,136.7114,136.2456,135.5646,134.9989,134.4184,133.857,133.4054,132.9941,132.7455,132.5994,132.5427,132.4878,132.4655,132.4524,132.466,135.3567,134.7786,134.3501,134.0807,133.9201,133.8046,133.681,133.5155,133.2933,133.0145,132.6886,132.3298,131.9539,131.5756,131.2073,37.6172,40.0266,41.7979,43.1392,44.1746,44.9835,45.6204,46.1246,46.5252,46.8443,47.099,47.3025,47.4651,47.5951,47.699,-88.701,-83.4418,-83.4418,-83.4418,-76.9333,-76.9333,-75.573,-75.573,-75.573,-75.573,-75.573,-75.573,-75.573,-75.573,-75.573,33.5878,31.0376,28.5468,26.3502,24.462,22.6512,20.9962,19.4913,18.1782,17.0131,15.9705,15.0398,14.2297,13.5031,12.8499,0.5692,0.1698,-1.4879,0.2097,2.1071,-0.7689,1.3182,-2.7861,-4.7434,-3.9345,-0.8888,-3.4452,-2.1271,-2.4566,-2.0272,-166.143,-97.1017,-77.156,-67.8199,-54.1667,-45.0366,-40.2424,-37.597,-41.2512,-44.9795,-48.2414,-49.3758,-52.5848,-54.1255,-57.0198,-24.7657,-19.9467,-16.4042,-13.7215,-11.6508,-10.0331,-8.7592,-7.7508,-6.9496,-6.3114,-5.802,-5.3951,-5.0698,-4.8098,-4.602,0.437,0.1299,-1.1245,0.1606,1.6369,-0.5843,1.0178,-2.0852,-3.4988,-2.9196,-0.6748,-2.5658,-1.5998,-1.8431,-1.5259,46.9565,44.2506,42.2261,45.3557,48.2407,44.1795,41.3833,39.0693,36.7117,39.7499,42.394,40.9963,42.4143,41.6473,43.0447,0.2648,0.2354,0.2083,0.1881,0.1731,0.1605,0.1485,0.1358,0.1222,0.1076,0.0925,0.0772,0.062,0.0473,0.0334,7.9456,4.0011,1.2846,0.6514,2.0559,3.0796,3.8209,4.3481,4.7108,4.9463,5.0832,5.1437,5.1453,5.1018,5.0241
2022-01-26,129.80499267578125,132.9944,133.1293,133.1995,133.228,133.2287,133.2102,133.1784,133.1371,133.0894,133.0377,132.9838,132.9292,132.875,132.8221,132.7713,134.9779,134.7989,134.2315,133.8345,133.6827,133.4042,133.014,132.905,132.6626,132.7261,132.9039,133.0133,132.9413,133.0115,133.0087,133.5021,133.8263,133.9164,133.9,133.8605,133.7844,133.6659,133.5572,133.4379,133.349,133.2966,133.2651,133.231,133.2091,133.19,135.5871,135.9372,135.7194,135.3776,134.9373,134.5116,134.0171,133.6044,133.2197,132.9312,132.7807,132.6862,132.6224,132.5873,132.5643,135.0156,134.7478,134.4681,134.2584,134.1168,134.0074,133.8901,133.7354,133.5283,133.2666,132.9575,132.6133,132.2481,131.876,131.5092,34.7295,37.3514,39.3149,40.8267,42.013,42.9563,43.7134,44.3258,44.8242,45.232,45.5675,45.8447,46.0749,46.2669,46.4279,-91.2614,-91.6181,-90.8894,-90.8894,-90.8894,-83.8,-83.8,-82.3183,-82.3183,-82.3183,-82.3183,-82.3183,-82.3183,-82.3183,-82.3183,30.0464,27.7473,25.5998,23.7301,22.1296,20.5996,19.3299,18.1215,17.0361,16.049,15.1478,14.33,13.61,12.9567,12.3638,-3.9246,-0.4594,-0.8588,-2.5165,-0.8189,1.0785,-1.7975,0.2896,-3.8147,-5.772,-4.9631,-1.9173,-4.4738,-3.1556,-3.4852,-112.6382,-128.9514,-93.933,-84.1571,-79.9219,-69.8615,-62.7928,-59.5623,-58.3542,-62.1883,-66.0002,-69.9943,-72.572,-76.2775,-79.2358,-30.5411,-25.2972,-21.3703,-18.3467,-15.974,-14.0875,-12.5731,-11.3484,-10.3516,-9.5359,-8.8651,-8.3106,-7.8502,-7.4661,-7.1442,-2.9348,-0.3527,-0.6573,-1.9019,-0.6269,0.8379,-1.3659,0.2236,-2.855,-4.2575,-3.6828,-1.4556,-3.3318,-2.3734,-2.6148,16.8565,43.1722,40.8743,39.1408,42.2088,45.0587,41.4958,39.0195,36.9557,34.8394,37.8152,40.4169,39.1446,40.5426,39.8412,0.1122,0.1394,0.1461,0.1463,0.1441,0.1401,0.1341,0.126,0.1159,0.1042,0.0913,0.0778,0.0641,0.0505,0.0374,12.3392,8.0055,4.971,2.7693,1.1376,0.084,1.0003,1.6842,2.1882,2.5522,2.8063,2.9744,3.0749,3.1226,3.1292
2022-01-27,130.88352966308594,132.3899,132.5666,132.6838,132.7581,132.8014,132.8216,132.8245,132.8144,132.7947,132.7679,132.7362,132.7013,132.6648,132.6278,132.5911,134.0043,134.3923,134.3089,133.8589,133.5389,133.4278,133.1937,132.8497,132.7603,132.5437,132.6106,132.7848,132.8947,132.8328,132.9048,132.3309,132.8463,133.1713,133.3088,133.3507,133.3635,133.3374,133.2677,133.2001,133.118,133.0583,133.0279,133.0139,132.9958,132.9871,133.6939,134.5978,135.0758,135.1891,134.9926,134.7818,134.4392,134.0707,133.7029,133.3558,133.0843,132.9005,132.8035,132.7141,132.6738,134.3048,134.3679,134.2949,134.2045,134.1317,134.0662,133.983,133.8594,133.6825,133.4498,133.1672,132.8457,132.4984,132.139,131.7796,40.4787,42.0864,43.3478,44.346,45.1405,45.7748,46.2819,46.6875,47.0118,47.2709,47.4776,47.6423,47.7732,47.8768,47.9585,-83.0547,-83.0547,-83.7464,-83.0803,-83.0803,-83.0803,-76.6,-76.6,-75.2456,-75.2456,-75.2456,-75.2456,-75.2456,-75.2456,-75.2456,25.2517,24.2585,23.0015,21.7486,20.5843,19.3839,18.3521,17.3294,16.3864,15.5104,14.6967,13.9483,13.2822,12.6721,12.114,-5.8419,-2.8461,0.6191,0.2197,-1.438,0.2596,2.157,-0.719,1.3681,-2.7362,-4.6935,-3.8846,-0.8388,-3.3953,-2.0771,-54.124,-64.2298,-74.2338,-55.0831,-48.7973,-45.3669,-37.3714,-31.0887,-27.4413,-25.2298,-28.2599,-31.3623,-33.7579,-34.6965,-37.1645,-19.0426,-15.8271,-13.3044,-11.308,-9.719,-8.4504,-7.4362,-6.625,-5.9764,-5.4582,-5.0447,-4.7154,-4.4537,-4.2464,-4.0829,-4.2729,-2.1283,0.4753,0.1681,-1.0868,0.1988,1.6757,-0.5464,1.0564,-2.0478,-3.462,-2.8825,-0.6368,-2.5286,-1.5623,29.1318,23.7978,46.5029,44.1654,42.3925,45.1488,47.7226,44.1182,41.5967,39.4848,37.3094,40.0687,42.4889,41.1964,42.5027,-0.0115,0.0505,0.0822,0.0996,0.1093,0.1139,0.1143,0.1112,0.1051,0.0967,0.0865,0.0752,0.0632,0.0511,0.0391,1.2786,3.3257,4.8132,5.896,6.6771,7.2268,7.5962,7.8241,7.9406,7.9699,7.9311,7.84,7.7092,7.5486,7.3665
2022-01-28,131.7423858642578,132.2035,132.3593,132.4735,132.554,132.608,132.6409,132.6573,132.6606,132.6537,132.639,132.6187,132.5942,132.5672,132.5387,132.5098,132.8459,133.6805,134.0605,134.0232,133.6468,133.3752,133.287,133.0817,132.7703,132.6921,132.4933,132.5592,132.7266,132.8338,132.778,131.6832,132.1825,132.5999,132.8845,133.0231,133.0818,133.1133,133.1088,133.0637,133.0172,132.9556,132.9116,132.8921,132.8863,132.876,132.0187,132.9732,133.8405,134.391,134.5995,134.6348,134.5053,134.3308,134.0219,133.7476,133.4341,133.1886,133.0128,132.8878,132.7989,133.5406,133.8477,133.9634,134.0025,134.0168,134.0135,133.9799,133.9,133.7634,133.5682,133.3194,133.0272,132.704,132.363,132.0164,45.0996,45.8861,46.5787,47.1612,47.6391,48.0243,48.3301,48.5695,48.7541,48.8941,48.9978,49.0726,49.1241,49.1572,49.1757,-73.946,-76.5198,-76.5198,-77.4781,-76.8619,-76.8619,-76.8619,-70.8667,-70.8667,-69.6136,-69.6136,-69.6136,-69.6136,-69.6136,-69.6136,22.2383,21.368,20.3434,19.3362,18.6497,17.8215,17.0657,16.2613,15.4892,14.7491,14.0446,13.3843,12.7888,12.2366,11.7263,-6.9504,-4.9831,-1.9872,1.478,1.0785,-0.5792,1.1185,3.0158,0.1398,2.2269,-1.8774,-3.8347,-3.0258,0.02,-2.5365,-50.5518,-58.7806,-67.1303,-75.4859,-61.8194,-57.7448,-55.8538,-49.0555,-43.6207,-40.7418,-39.2977,-42.2844,-45.2915,-48.0344,-49.7815,-9.8009,-8.2278,-6.8426,-5.6775,-4.7217,-3.9514,-3.3398,-2.861,-2.4917,-2.2118,-2.0043,-1.8549,-1.7519,-1.6857,-1.6485,-5.0115,-3.6447,-1.4861,1.1346,0.8254,-0.4377,0.8563,2.3429,0.1062,1.7195,-1.4051,-2.8285,-2.2453,0.0152,-1.889,10.9439,25.9422,21.6257,43.4399,41.3934,39.8321,42.5449,45.0922,41.8608,39.584,37.6668,35.6821,38.3948,40.7827,39.5905,-0.085,-0.0123,0.0318,0.0596,0.0776,0.0888,0.0945,0.0957,0.0933,0.0879,0.0803,0.0712,0.061,0.0503,0.0395,7.1708,4.0249,1.7366,0.0373,1.2384,2.1981,2.9157,3.4449,3.8259,4.0901,4.2619,4.3606,4.4019,4.3983,4.3598
2022-01-31,132.48138427734375,132.2815,132.3886,132.4741,132.5385,132.5841,132.6135,132.6295,132.6343,132.6301,132.6187,132.6019,132.5812,132.5576,132.5325,132.5066,131.789,132.7931,133.5299,133.8845,133.8685,133.5404,133.3003,133.2246,133.0385,132.7507,132.6786,132.4923,132.5546,132.7134,132.8159,131.5777,131.8815,132.2478,132.5752,132.8103,132.932,132.9886,133.0224,133.0245,132.9903,132.9536,132.9024,132.8658,132.8505,132.8472,131.2215,131.8198,132.6232,133.3013,133.8498,134.1311,134.2283,134.2607,134.1386,133.9604,133.7234,133.4841,133.2582,133.0983,132.977,132.9279,133.3522,133.5954,133.7394,133.8339,133.8935,133.9128,133.8805,133.7883,133.6345,133.4236,133.1647,132.8697,132.5513,132.2217,49.1739,49.23,49.4156,49.6278,49.8241,49.988,50.1155,50.208,50.2694,50.3044,50.3177,50.3134,50.2954,50.2668,50.2301,-63.7654,-67.7066,-70.8967,-70.8967,-72.0845,-71.5112,-71.5112,-71.5112,-65.9333,-65.9333,-64.7675,-64.7675,-64.7675,-64.7675,-64.7675,21.7506,20.9191,19.996,19.0872,18.4554,17.6874,16.9758,16.2118,15.471,14.7551,14.0689,13.4219,12.8344,12.2872,11.7793,-6.3412,-6.2114,-4.2441,-1.2483,2.2169,1.8175,0.1598,1.8574,3.7548,0.8788,2.9659,-1.1384,-3.0957,-2.2868,0.7589,19.6444,-18.1212,-31.2328,-37.754,-43.889,-33.533,-29.5035,-26.9285,-20.5203,-15.0198,-11.435,-8.9445,-11.7496,-14.6294,-16.3856,-1.6523,-1.5401,-1.1688,-0.7444,-0.3519,-0.024,0.231,0.4161,0.5389,0.6089,0.6354,0.6269,0.5908,0.5335,0.4602,-4.568,-4.4787,-3.1042,-0.9335,1.7019,1.391,0.1208,1.422,2.917,0.6678,2.2901,-0.852,-2.2834,-1.6969,0.5762,35.8903,30.2005,39.7621,34.2083,50.2994,48.2052,46.5912,48.7397,50.7771,47.4906,45.1454,43.1512,41.0679,43.3533,45.3786,-0.1108,-0.0455,-0.0002,0.0313,0.0533,0.0683,0.0775,0.082,0.0824,0.0796,0.0742,0.067,0.0585,0.0492,0.0395,19.312,18.2257,17.5644,17.095,16.7069,16.3461,15.9865,15.6169,15.2342,14.8391,14.4343,14.0234,13.6099,13.1972,12.7882
2022-02-01,129.76504516601562,131.5611,131.7315,131.871,131.9828,132.0706,132.138,132.188,132.2237,132.2474,132.2614,132.2676,132.2677,132.2632,132.2553,132.245,130.9136,131.4992,132.414,133.1111,133.472,133.495,133.2254,133.028,132.9771,132.8199,132.5638,132.507,132.3405,132.4076,132.5658,130.998,131.1233,131.4101,131.7503,132.0633,132.302,132.444,132.5274,132.5874,132.6165,132.6103,132.5988,132.5716,132.5552,132.5562,131.0825,131.2194,131.6985,132.2847,132.9061,133.3605,133.6714,133.8384,133.9155,133.923,133.7886,133.6554,133.4468,133.2796,133.1323,132.2962,132.797,133.1438,133.3846,133.5603,133.6876,133.7656,133.7868,133.7446,133.6374,133.4693,133.2486,132.9867,132.6957,132.3877,37.047,38.9174,40.4026,41.598,42.5693,43.3637,44.0167,44.5557,45.0021,45.3731,45.6827,45.9417,46.1593,46.3427,46.4979,-83.9314,-89.4986,-90.6408,-91.5653,-91.5653,-91.9096,-91.1786,-91.1786,-91.1786,-84.0667,-84.0667,-82.5802,-82.5802,-82.5802,-82.5802,21.0626,20.3326,19.5394,18.7455,18.183,17.4846,16.8251,16.1076,15.4035,14.7164,14.0527,13.4226,12.8465,12.3072,11.8046,-5.2527,-9.0574,-8.9276,-6.9604,-3.9645,-0.4993,-0.8988,-2.5565,-0.8588,1.0386,-1.8375,0.2497,-3.8547,-5.8119,-5.0031,-65.7851,-66.9839,-61.7598,-63.0184,-68.3247,-73.9166,-65.3288,-63.3436,-62.8604,-57.5125,-53.0601,-50.8936,-50.0606,-52.5973,-55.1293,-25.906,-22.1653,-19.1948,-16.804,-14.8614,-13.2725,-11.9665,-10.8887,-9.9959,-9.2537,-8.6347,-8.1166,-7.6814,-7.3145,-7.0042,-3.8905,-6.5247,-6.4372,-5.0909,-2.9647,-0.3833,-0.6879,-1.9321,-0.6575,0.8068,-1.3963,0.1928,-2.8849,-4.287,-3.7125,37.1257,29.4874,25.5348,34.3461,30.1218,45.6238,43.8941,42.5519,44.6698,46.6921,43.8986,41.8872,40.165,38.354,40.5925,-0.1592,-0.0922,-0.042,-0.0049,0.0225,0.0422,0.0557,0.0639,0.0676,0.0677,0.0649,0.0599,0.0533,0.0457,0.0374,17.6227,16.8138,16.3427,16.0124,15.7315,15.4563,15.1672,14.8572,14.5256,14.1751,13.8096,13.4336,13.0515,12.6671,12.2837
